Rit;Positie;Renner;Soort
1;1;ALAPHILIPPE Julian;h1
1;2;MATTHEWS Michael;h1
1;3;ROGLIČ Primož;h1
1;4;HAIG Jack;h1
1;5;KELDERMAN Wilco;h1
1;6;POGAČAR Tadej;h1
1;7;GAUDU David;h1
1;8;HIGUITA Sergio;h1
1;9;MOLLEMA Bauke;h1
1;10;THOMAS Geraint;h1
1;11;CHAVES Esteban;h1
1;12;BILBAO Pello;h1
1;13;VINGEGAARD Jonas;h1
1;14;LUTSENKO Alexey;h1
1;15;MAS Enric;h1
1;16;URÁN Rigoberto;h1
1;17;QUINTANA Nairo;h1
1;18;NIBALI Vincenzo;h1
1;19;ASGREEN Kasper;h1
1;20;VAN DER POEL Mathieu;h1
1;21;FUGLSANG Jakob;h1
1;22;CARAPAZ Richard;h1
1;23;ARANBURU Alex;h1
1;24;VAN AERT Wout;h1
1;25;LATOUR Pierre;h1
1;26;BENOOT Tiesj;h1
1;27;TURGIS Anthony;h1
1;28;HAMILTON Lucas;h1
1;29;VAN MOER Brent;h1
1;30;SKUJIŅŠ Toms;h1
1;31;BOIVIN Guillaume;h1
1;32;STUYVEN Jasper;h1
1;33;COLBRELLI Sonny;h1
1;34;VAN POPPEL Boy;h1
1;35;KRAGH ANDERSEN Søren;h1
1;36;GESINK Robert;h1
1;37;GARCÍA CORTINA Iván;h1
1;38;VALGREN Michael;h1
1;39;GOGL Michael;h1
1;40;O'CONNOR Ben;h1
1;41;LÓPEZ Miguel Ángel;h1
1;42;BUCHMANN Emanuel;h1
1;43;HENAO Sergio;h1
1;44;KRUIJSWIJK Steven;h1
1;45;MOHORIČ Matej;h1
1;46;MARTIN Guillaume;h1
1;47;ROLLAND Pierre;h1
1;48;CATTANEO Mattia;h1
1;49;KÜNG Stefan;h1
1;50;LAPORTE Christophe;h1
1;51;DONOVAN Mark;h1
1;52;NIEUWENHUIS Joris;h1
1;53;BISSEGGER Stefan;h1
1;54;EEKHOFF Nils;h1
1;55;DEVENYNS Dries;h1
1;56;GUERREIRO Ruben;h1
1;57;POWLESS Neilson;h1
1;58;NAESEN Oliver;h1
1;59;VAN AVERMAET Greg;h1
1;60;PARET-PEINTRE Aurélien;h1
1;61;MEINTJES Louis;h1
1;62;BARTHE Cyril;h1
1;63;PACHER Quentin;h1
1;64;POELS Wout;h1
1;65;PORTE Richie;h1
1;66;GILBERT Philippe;h1
1;67;DE BOD Stefan;h1
1;68;MEURISSE Xandro;h1
1;69;FORMOLO Davide;h1
1;70;HOULE Hugo;h1
1;71;RICKAERT Jonas;h1
1;72;VAN BAARLE Dylan;h1
1;73;SAGAN Peter;h1
1;74;MEZGEC Luka;h1
1;75;YATES Simon;h1
1;76;GESCHKE Simon;h1
1;77;BAKELANTS Jan;h1
1;78;DELAPLACE Anthony;h1
1;79;ROWE Luke;h1
1;80;KWIATKOWSKI Michał;h1
1;81;SWIFT Connor;h1
1;82;RUTSCH Jonas;h1
1;83;DE GENDT Thomas;h1
1;84;TEUNS Dylan;h1
1;85;PÖSTLBERGER Lukas;h1
1;86;BENNETT Sean;h1
1;87;CORT Magnus;h1
1;88;JUUL-JENSEN Christopher;h1
1;89;LAENGEN Vegard Stake;h1
1;90;ARMIRAIL Bruno;h1
1;91;WALLAYS Jelle;h1
1;92;BALLERINI Davide;h1
1;93;VALVERDE Alejandro;h1
1;94;BARBERO Carlos;h1
1;95;ERVITI Imanol;h1
1;96;COSTA Rui;h1
1;97;MAJKA Rafał;h1
1;98;DLAMINI Nic;h1
1;99;BERNARD Julien;h1
1;100;ELISSONDE Kenny;h1
1;101;PEREZ Anthony;h1
1;102;BOUHANNI Nacer;h1
1;103;PHILIPSEN Jasper;h1
1;104;FERNÁNDEZ Rubén;h1
1;105;BONNAMOUR Franck;h1
1;106;GAUTIER Cyril;h1
1;107;DOUBEY Fabien;h1
1;108;GESBERT Élie;h1
1;109;MADOUAS Valentin;h1
1;110;RODRÍGUEZ Cristián;h1
1;111;DE LA PARTE Víctor;h1
1;112;DÉMARE Arnaud;h1
1;113;FRAILE Omar;h1
1;114;BOASSON HAGEN Edvald;h1
1;115;VAN DER SANDE Tosh;h1
1;116;SCOTSON Miles;h1
1;117;VERONA Carlos;h1
1;118;WRIGHT Fred;h1
1;119;GUARNIERI Jacopo;h1
1;120;VAKOČ Petr;h1
1;121;MARTIN Dan;h1
1;122;CABOT Jérémy;h1
1;123;GEOGHEGAN HART Tao;h1
1;124;CASTROVIEJO Jonathan;h1
1;125;KOCH Jonas;h1
1;126;WALSCHEID Max;h1
1;127;OSS Daniel;h1
1;128;KLUGE Roger;h1
1;129;EWAN Caleb;h1
1;130;BARGUIL Warren;h1
1;131;DECLERCQ Tim;h1
1;132;CAVENDISH Mark;h1
1;133;MØRKØV Michael;h1
1;134;DURBRIDGE Luke;h1
1;135;CAMPENAERTS Victor;h1
1;136;DE BUYST Jasper;h1
1;137;CLARKE Simon;h1
1;138;MCNULTY Brandon;h1
1;139;SIMON Julien;h1
1;140;VLIEGEN Loïc;h1
1;141;VAN POPPEL Danny;h1
1;142;ARCAS Jorge;h1
1;143;ROTA Lorenzo;h1
1;144;SCHÄR Michael;h1
1;145;PETERS Nans;h1
1;146;GODON Dorian;h1
1;147;CHEVALIER Maxime;h1
1;148;DILLIER Silvan;h1
1;149;BJERG Mikkel;h1
1;150;POLITT Nils;h1
1;151;KONRAD Patrick;h1
1;152;MERLIER Tim;h1
1;153;SWEENY Harry;h1
1;154;WOODS Michael;h1
1;155;PEDERSEN Casper;h1
1;156;SBARAGLI Kristian;h1
1;157;HERRADA Jesús;h1
1;158;BOL Cees;h1
1;159;COSNEFROY Benoît;h1
1;160;ZIMMERMANN Georg;h1
1;161;GRUZDEV Dmitriy;h1
1;162;IZAGIRRE Ion;h1
1;163;GREIPEL André;h1
1;164;THEUNS Edward;h1
1;165;PÉRICHON Pierre-Luc;h1
1;166;HALLER Marco;h1
1;167;SCHELLING Ide;h1
1;168;COQUARD Bryan;h1
1;169;RUSSO Clément;h1
1;170;MCLAY Daniel;h1
1;171;FROOME Chris;h1
1;172;GOLDSTEIN Omer;h1
1;173;PEDERSEN Mads;h1
1;174;HOLLENSTEIN Reto;h1
1;175;ZABEL Rick;h1
1;176;MARTIN Tony;h1
1;177;KUSS Sepp;h1
1;178;TEUNISSEN Mike;h1
1;179;JANSEN Amund Grøndahl;h1
1;180;HIRSCHI Marc;h1
1;181;SOLER Marc;h1
1;DNF;KONOVALOVAS Ignatas;h1
1;DNF;SÜTTERLIN Jasha;h1
1;DNF;LEMOINE Cyril;h1
2;1;VAN DER POEL Mathieu;h1
2;2;POGAČAR Tadej;h1
2;3;ROGLIČ Primož;h1
2;4;KELDERMAN Wilco;h1
2;5;ALAPHILIPPE Julian;h1
2;6;MOLLEMA Bauke;h1
2;7;VINGEGAARD Jonas;h1
2;8;HIGUITA Sergio;h1
2;9;LATOUR Pierre;h1
2;10;HAIG Jack;h1
2;11;WOODS Michael;h1
2;12;CARAPAZ Richard;h1
2;13;MAS Enric;h1
2;14;GAUDU David;h1
2;15;QUINTANA Nairo;h1
2;16;LUTSENKO Alexey;h1
2;17;VALVERDE Alejandro;h1
2;18;BILBAO Pello;h1
2;19;KRUIJSWIJK Steven;h1
2;20;TEUNS Dylan;h1
2;21;CHAVES Esteban;h1
2;22;BUCHMANN Emanuel;h1
2;23;VAN AERT Wout;h1
2;24;MARTIN Guillaume;h1
2;25;URÁN Rigoberto;h1
2;26;HENAO Sergio;h1
2;27;COLBRELLI Sonny;h1
2;28;THOMAS Geraint;h1
2;29;IZAGIRRE Ion;h1
2;30;LÓPEZ Miguel Ángel;h1
2;31;FUGLSANG Jakob;h1
2;32;GUERREIRO Ruben;h1
2;33;NIBALI Vincenzo;h1
2;34;PARET-PEINTRE Aurélien;h1
2;35;MEINTJES Louis;h1
2;36;ARANBURU Alex;h1
2;37;POELS Wout;h1
2;38;PACHER Quentin;h1
2;39;HAMILTON Lucas;h1
2;40;MARTIN Dan;h1
2;41;GESBERT Élie;h1
2;42;PORTE Richie;h1
2;43;BONNAMOUR Franck;h1
2;44;KRAGH ANDERSEN Søren;h1
2;45;BENOOT Tiesj;h1
2;46;ASGREEN Kasper;h1
2;47;MEURISSE Xandro;h1
2;48;ELISSONDE Kenny;h1
2;49;SKUJIŅŠ Toms;h1
2;50;BAKELANTS Jan;h1
2;51;VAN AVERMAET Greg;h1
2;52;O'CONNOR Ben;h1
2;53;DE BOD Stefan;h1
2;54;BARGUIL Warren;h1
2;55;MOHORIČ Matej;h1
2;56;FORMOLO Davide;h1
2;57;YATES Simon;h1
2;58;SIMON Julien;h1
2;59;ROLLAND Pierre;h1
2;60;POWLESS Neilson;h1
2;61;MADOUAS Valentin;h1
2;62;BERNARD Julien;h1
2;63;COSTA Rui;h1
2;64;GESCHKE Simon;h1
2;65;MAJKA Rafał;h1
2;66;DOUBEY Fabien;h1
2;67;TURGIS Anthony;h1
2;68;DEVENYNS Dries;h1
2;69;DE LA PARTE Víctor;h1
2;70;GOGL Michael;h1
2;71;VALGREN Michael;h1
2;72;MCNULTY Brandon;h1
2;73;KÜNG Stefan;h1
2;74;FERNÁNDEZ Rubén;h1
2;75;KONRAD Patrick;h1
2;76;MATTHEWS Michael;h1
2;77;KWIATKOWSKI Michał;h1
2;78;RODRÍGUEZ Cristián;h1
2;79;GARCÍA CORTINA Iván;h1
2;80;SBARAGLI Kristian;h1
2;81;FRAILE Omar;h1
2;82;GEOGHEGAN HART Tao;h1
2;83;VERONA Carlos;h1
2;84;CASTROVIEJO Jonathan;h1
2;85;DONOVAN Mark;h1
2;86;KUSS Sepp;h1
2;87;CATTANEO Mattia;h1
2;88;MEZGEC Luka;h1
2;89;DILLIER Silvan;h1
2;90;VAN BAARLE Dylan;h1
2;91;GESINK Robert;h1
2;92;NIEUWENHUIS Joris;h1
2;93;SWIFT Connor;h1
2;94;PETERS Nans;h1
2;95;GILBERT Philippe;h1
2;96;GODON Dorian;h1
2;97;BOIVIN Guillaume;h1
2;98;DELAPLACE Anthony;h1
2;99;BOASSON HAGEN Edvald;h1
2;100;SAGAN Peter;h1
2;101;ARMIRAIL Bruno;h1
2;102;COSNEFROY Benoît;h1
2;103;CORT Magnus;h1
2;104;HOULE Hugo;h1
2;105;RICKAERT Jonas;h1
2;106;NAESEN Oliver;h1
2;107;BARTHE Cyril;h1
2;108;GAUTIER Cyril;h1
2;109;CHEVALIER Maxime;h1
2;110;VLIEGEN Loïc;h1
2;111;VAN MOER Brent;h1
2;112;VAN POPPEL Boy;h1
2;113;HERRADA Jesús;h1
2;114;GOLDSTEIN Omer;h1
2;115;CLARKE Simon;h1
2;116;RUTSCH Jonas;h1
2;117;SCHÄR Michael;h1
2;118;BISSEGGER Stefan;h1
2;119;PÉRICHON Pierre-Luc;h1
2;120;LAPORTE Christophe;h1
2;121;GRUZDEV Dmitriy;h1
2;122;CAMPENAERTS Victor;h1
2;123;BENNETT Sean;h1
2;124;EEKHOFF Nils;h1
2;125;DE GENDT Thomas;h1
2;126;ERVITI Imanol;h1
2;127;ARCAS Jorge;h1
2;128;WRIGHT Fred;h1
2;129;TEUNISSEN Mike;h1
2;130;OSS Daniel;h1
2;131;LAENGEN Vegard Stake;h1
2;132;ROTA Lorenzo;h1
2;133;COQUARD Bryan;h1
2;134;HIRSCHI Marc;h1
2;135;POLITT Nils;h1
2;136;ZABEL Rick;h1
2;137;WALLAYS Jelle;h1
2;138;FROOME Chris;h1
2;139;BARBERO Carlos;h1
2;140;PEREZ Anthony;h1
2;141;HALLER Marco;h1
2;142;VAKOČ Petr;h1
2;143;STUYVEN Jasper;h1
2;144;PÖSTLBERGER Lukas;h1
2;145;SCHELLING Ide;h1
2;146;DLAMINI Nic;h1
2;147;VAN DER SANDE Tosh;h1
2;148;VAN POPPEL Danny;h1
2;149;DECLERCQ Tim;h1
2;150;ZIMMERMANN Georg;h1
2;151;PHILIPSEN Jasper;h1
2;152;GREIPEL André;h1
2;153;RUSSO Clément;h1
2;154;MERLIER Tim;h1
2;155;DE BUYST Jasper;h1
2;156;ROWE Luke;h1
2;157;CAVENDISH Mark;h1
2;158;EWAN Caleb;h1
2;159;MØRKØV Michael;h1
2;160;PEDERSEN Mads;h1
2;161;JUUL-JENSEN Christopher;h1
2;162;SWEENY Harry;h1
2;163;HOLLENSTEIN Reto;h1
2;164;BOUHANNI Nacer;h1
2;165;MARTIN Tony;h1
2;166;BJERG Mikkel;h1
2;167;PEDERSEN Casper;h1
2;168;WALSCHEID Max;h1
2;169;GUARNIERI Jacopo;h1
2;170;BALLERINI Davide;h1
2;171;SCOTSON Miles;h1
2;172;DÉMARE Arnaud;h1
2;173;KOCH Jonas;h1
2;174;KLUGE Roger;h1
2;175;JANSEN Amund Grøndahl;h1
2;176;DURBRIDGE Luke;h1
2;177;MCLAY Daniel;h1
2;178;CABOT Jérémy;h1
2;179;THEUNS Edward;h1
2;180;BOL Cees;h1
2;DNS;SOLER Marc;h1
3;1;MERLIER Tim;v1
3;2;PHILIPSEN Jasper;v1
3;3;BOUHANNI Nacer;v1
3;4;BALLERINI Davide;v1
3;5;COLBRELLI Sonny;v1
3;6;ALAPHILIPPE Julian;v1
3;7;VAN DER POEL Mathieu;v1
3;8;BOL Cees;v1
3;9;TURGIS Anthony;v1
3;10;WALSCHEID Max;v1
3;11;MOHORIČ Matej;v1
3;12;SCOTSON Miles;v1
3;13;CARAPAZ Richard;v1
3;14;KRAGH ANDERSEN Søren;v1
3;15;VAN AERT Wout;v1
3;16;RICKAERT Jonas;v1
3;17;EEKHOFF Nils;v1
3;18;MATTHEWS Michael;v1
3;19;MAS Enric;v1
3;20;VAN POPPEL Boy;v1
3;21;NIBALI Vincenzo;v1
3;22;FUGLSANG Jakob;v1
3;23;BOIVIN Guillaume;v1
3;24;DOUBEY Fabien;v1
3;25;QUINTANA Nairo;v1
3;26;KELDERMAN Wilco;v1
3;27;LATOUR Pierre;v1
3;28;CAMPENAERTS Victor;v1
3;29;HENAO Sergio;v1
3;30;VLIEGEN Loïc;v1
3;31;BAKELANTS Jan;v1
3;32;KOCH Jonas;v1
3;33;VAN POPPEL Danny;v1
3;34;BARBERO Carlos;v1
3;35;POGAČAR Tadej;v1
3;36;BJERG Mikkel;v1
3;37;HIGUITA Sergio;v1
3;38;GARCÍA CORTINA Iván;v1
3;39;CORT Magnus;v1
3;40;MOLLEMA Bauke;v1
3;41;MEZGEC Luka;v1
3;42;GAUDU David;v1
3;43;LUTSENKO Alexey;v1
3;44;URÁN Rigoberto;v1
3;45;SKUJIŅŠ Toms;v1
3;46;VAN AVERMAET Greg;v1
3;47;NIEUWENHUIS Joris;v1
3;48;THOMAS Geraint;v1
3;49;CHAVES Esteban;v1
3;50;MEINTJES Louis;v1
3;51;BERNARD Julien;v1
3;52;BUCHMANN Emanuel;v1
3;53;POELS Wout;v1
3;54;GAUTIER Cyril;v1
3;55;WRIGHT Fred;v1
3;56;LAENGEN Vegard Stake;v1
3;57;PARET-PEINTRE Aurélien;v1
3;58;MEURISSE Xandro;v1
3;59;NAESEN Oliver;v1
3;60;GODON Dorian;v1
3;61;GESBERT Élie;v1
3;62;ASGREEN Kasper;v1
3;63;KÜNG Stefan;v1
3;64;BOASSON HAGEN Edvald;v1
3;65;SIMON Julien;v1
3;66;DONOVAN Mark;v1
3;67;HAMILTON Lucas;v1
3;68;FORMOLO Davide;v1
3;69;PORTE Richie;v1
3;70;GUERREIRO Ruben;v1
3;71;GUARNIERI Jacopo;v1
3;72;CATTANEO Mattia;v1
3;73;O'CONNOR Ben;v1
3;74;PACHER Quentin;v1
3;75;MARTIN Guillaume;v1
3;76;DELAPLACE Anthony;v1
3;77;MØRKØV Michael;v1
3;78;BARTHE Cyril;v1
3;79;STUYVEN Jasper;v1
3;80;SAGAN Peter;v1
3;81;BONNAMOUR Franck;v1
3;82;KWIATKOWSKI Michał;v1
3;83;ZABEL Rick;v1
3;84;ZIMMERMANN Georg;v1
3;85;GREIPEL André;v1
3;86;ELISSONDE Kenny;v1
3;87;VALGREN Michael;v1
3;88;BISSEGGER Stefan;v1
3;89;ROTA Lorenzo;v1
3;90;VALVERDE Alejandro;v1
3;91;TEUNISSEN Mike;v1
3;92;ROGLIČ Primož;v1
3;93;LÓPEZ Miguel Ángel;v1
3;94;BILBAO Pello;v1
3;95;TEUNS Dylan;v1
3;96;VINGEGAARD Jonas;v1
3;97;DILLIER Silvan;v1
3;98;KRUIJSWIJK Steven;v1
3;99;ROLLAND Pierre;v1
3;100;ERVITI Imanol;v1
3;101;COSTA Rui;v1
3;102;DLAMINI Nic;v1
3;103;SWIFT Connor;v1
3;104;VERONA Carlos;v1
3;105;POWLESS Neilson;v1
3;106;DE BOD Stefan;v1
3;107;PEDERSEN Mads;v1
3;108;THEUNS Edward;v1
3;109;CASTROVIEJO Jonathan;v1
3;110;FRAILE Omar;v1
3;111;IZAGIRRE Ion;v1
3;112;PETERS Nans;v1
3;113;BENOOT Tiesj;v1
3;114;RODRÍGUEZ Cristián;v1
3;115;DE LA PARTE Víctor;v1
3;116;COSNEFROY Benoît;v1
3;117;KONRAD Patrick;v1
3;118;WALLAYS Jelle;v1
3;119;SBARAGLI Kristian;v1
3;120;VAKOČ Petr;v1
3;121;MARTIN Dan;v1
3;122;ROWE Luke;v1
3;123;FROOME Chris;v1
3;124;HOLLENSTEIN Reto;v1
3;125;WOODS Michael;v1
3;126;SCHÄR Michael;v1
3;127;LAPORTE Christophe;v1
3;128;GESCHKE Simon;v1
3;129;PEDERSEN Casper;v1
3;130;YATES Simon;v1
3;131;MARTIN Tony;v1
3;132;MCNULTY Brandon;v1
3;133;MAJKA Rafał;v1
3;134;GOGL Michael;v1
3;135;GILBERT Philippe;v1
3;136;FERNÁNDEZ Rubén;v1
3;137;VAN DER SANDE Tosh;v1
3;138;HOULE Hugo;v1
3;139;PÖSTLBERGER Lukas;v1
3;140;GEOGHEGAN HART Tao;v1
3;141;DURBRIDGE Luke;v1
3;142;VAN BAARLE Dylan;v1
3;143;POLITT Nils;v1
3;144;DECLERCQ Tim;v1
3;145;HERRADA Jesús;v1
3;146;PEREZ Anthony;v1
3;147;GRUZDEV Dmitriy;v1
3;148;HIRSCHI Marc;v1
3;149;ARANBURU Alex;v1
3;150;VAN MOER Brent;v1
3;151;SWEENY Harry;v1
3;152;JUUL-JENSEN Christopher;v1
3;153;ARMIRAIL Bruno;v1
3;154;DÉMARE Arnaud;v1
3;155;ARCAS Jorge;v1
3;156;DEVENYNS Dries;v1
3;157;GOLDSTEIN Omer;v1
3;158;CABOT Jérémy;v1
3;159;MADOUAS Valentin;v1
3;160;PÉRICHON Pierre-Luc;v1
3;161;CLARKE Simon;v1
3;162;BENNETT Sean;v1
3;163;JANSEN Amund Grøndahl;v1
3;164;KUSS Sepp;v1
3;165;RUTSCH Jonas;v1
3;166;CHEVALIER Maxime;v1
3;167;COQUARD Bryan;v1
3;168;CAVENDISH Mark;v1
3;169;DE GENDT Thomas;v1
3;170;KLUGE Roger;v1
3;171;BARGUIL Warren;v1
3;172;MCLAY Daniel;v1
3;173;RUSSO Clément;v1
3;174;DE BUYST Jasper;v1
3;175;OSS Daniel;v1
3;176;SCHELLING Ide;v1
3;177;HALLER Marco;v1
3;178;EWAN Caleb;v1
3;DNF;GESINK Robert;v1
3;DNF;HAIG Jack;v1
4;1;CAVENDISH Mark;v1
4;2;BOUHANNI Nacer;v1
4;3;PHILIPSEN Jasper;v1
4;4;MATTHEWS Michael;v1
4;5;SAGAN Peter;v1
4;6;BOL Cees;v1
4;7;LAPORTE Christophe;v1
4;8;PEDERSEN Mads;v1
4;9;VAN POPPEL Boy;v1
4;10;GREIPEL André;v1
4;11;COLBRELLI Sonny;v1
4;12;VAN DER POEL Mathieu;v1
4;13;EEKHOFF Nils;v1
4;14;LUTSENKO Alexey;v1
4;15;ZABEL Rick;v1
4;16;WALSCHEID Max;v1
4;17;COQUARD Bryan;v1
4;18;POELS Wout;v1
4;19;BARTHE Cyril;v1
4;20;GARCÍA CORTINA Iván;v1
4;21;BOIVIN Guillaume;v1
4;22;GAUDU David;v1
4;23;PARET-PEINTRE Aurélien;v1
4;24;BOASSON HAGEN Edvald;v1
4;25;VAN AERT Wout;v1
4;26;RUSSO Clément;v1
4;27;ASGREEN Kasper;v1
4;28;POGAČAR Tadej;v1
4;29;SIMON Julien;v1
4;30;MAS Enric;v1
4;31;NIBALI Vincenzo;v1
4;32;CARAPAZ Richard;v1
4;33;SWIFT Connor;v1
4;34;QUINTANA Nairo;v1
4;35;MERLIER Tim;v1
4;36;DILLIER Silvan;v1
4;37;NAESEN Oliver;v1
4;38;KRAGH ANDERSEN Søren;v1
4;39;ALAPHILIPPE Julian;v1
4;40;FORMOLO Davide;v1
4;41;RICKAERT Jonas;v1
4;42;KELDERMAN Wilco;v1
4;43;MOHORIČ Matej;v1
4;44;HIGUITA Sergio;v1
4;45;MOLLEMA Bauke;v1
4;46;DÉMARE Arnaud;v1
4;47;ROWE Luke;v1
4;48;CAMPENAERTS Victor;v1
4;49;VAN MOER Brent;v1
4;50;LATOUR Pierre;v1
4;51;HAMILTON Lucas;v1
4;52;KOCH Jonas;v1
4;53;MEINTJES Louis;v1
4;54;VINGEGAARD Jonas;v1
4;55;THOMAS Geraint;v1
4;56;O'CONNOR Ben;v1
4;57;MARTIN Guillaume;v1
4;58;HENAO Sergio;v1
4;59;BONNAMOUR Franck;v1
4;60;DOUBEY Fabien;v1
4;61;ROGLIČ Primož;v1
4;62;TEUNISSEN Mike;v1
4;63;LAENGEN Vegard Stake;v1
4;64;STUYVEN Jasper;v1
4;65;URÁN Rigoberto;v1
4;66;VLIEGEN Loïc;v1
4;67;CORT Magnus;v1
4;68;BUCHMANN Emanuel;v1
4;69;ARCAS Jorge;v1
4;70;CHAVES Esteban;v1
4;71;VALGREN Michael;v1
4;72;TURGIS Anthony;v1
4;73;GUERREIRO Ruben;v1
4;74;BILBAO Pello;v1
4;75;ERVITI Imanol;v1
4;76;MEZGEC Luka;v1
4;77;BAKELANTS Jan;v1
4;78;DONOVAN Mark;v1
4;79;KRUIJSWIJK Steven;v1
4;80;FUGLSANG Jakob;v1
4;81;PORTE Richie;v1
4;82;LÓPEZ Miguel Ángel;v1
4;83;GILBERT Philippe;v1
4;84;SKUJIŅŠ Toms;v1
4;85;PACHER Quentin;v1
4;86;FERNÁNDEZ Rubén;v1
4;87;VAN AVERMAET Greg;v1
4;88;BENOOT Tiesj;v1
4;89;GODON Dorian;v1
4;90;MARTIN Tony;v1
4;91;SCHÄR Michael;v1
4;92;MCNULTY Brandon;v1
4;93;POLITT Nils;v1
4;94;DE BOD Stefan;v1
4;95;GESBERT Élie;v1
4;96;VALVERDE Alejandro;v1
4;97;KÜNG Stefan;v1
4;98;COSNEFROY Benoît;v1
4;99;PETERS Nans;v1
4;100;KONRAD Patrick;v1
4;101;GOLDSTEIN Omer;v1
4;102;POWLESS Neilson;v1
4;103;TEUNS Dylan;v1
4;104;GESCHKE Simon;v1
4;105;GRUZDEV Dmitriy;v1
4;106;GAUTIER Cyril;v1
4;107;SWEENY Harry;v1
4;108;WOODS Michael;v1
4;109;ELISSONDE Kenny;v1
4;110;CATTANEO Mattia;v1
4;111;HOULE Hugo;v1
4;112;ROLLAND Pierre;v1
4;113;BARGUIL Warren;v1
4;114;BERNARD Julien;v1
4;115;SCOTSON Miles;v1
4;116;CHEVALIER Maxime;v1
4;117;DE LA PARTE Víctor;v1
4;118;RUTSCH Jonas;v1
4;119;MARTIN Dan;v1
4;120;MØRKØV Michael;v1
4;121;SBARAGLI Kristian;v1
4;122;DELAPLACE Anthony;v1
4;123;MADOUAS Valentin;v1
4;124;GUARNIERI Jacopo;v1
4;125;RODRÍGUEZ Cristián;v1
4;126;DE GENDT Thomas;v1
4;127;FROOME Chris;v1
4;128;DEVENYNS Dries;v1
4;129;MCLAY Daniel;v1
4;130;NIEUWENHUIS Joris;v1
4;131;BARBERO Carlos;v1
4;132;VAN DER SANDE Tosh;v1
4;133;DE BUYST Jasper;v1
4;134;WALLAYS Jelle;v1
4;135;WRIGHT Fred;v1
4;136;HALLER Marco;v1
4;137;VAN BAARLE Dylan;v1
4;138;OSS Daniel;v1
4;139;MAJKA Rafał;v1
4;140;ROTA Lorenzo;v1
4;141;COSTA Rui;v1
4;142;DLAMINI Nic;v1
4;143;DURBRIDGE Luke;v1
4;144;BISSEGGER Stefan;v1
4;145;VAN POPPEL Danny;v1
4;146;HERRADA Jesús;v1
4;147;IZAGIRRE Ion;v1
4;148;FRAILE Omar;v1
4;149;ARANBURU Alex;v1
4;150;JANSEN Amund Grøndahl;v1
4;151;VERONA Carlos;v1
4;152;HIRSCHI Marc;v1
